id,name,country_or_region,url,model,year_founded,beneficiaries_estimate,revenue_annual_usd_estimate,funding_sources,digital_signals,innovations,notes
0291,Charity Navigator,USA,https://www.charitynavigator.org,rights,2001,unknown,USD 10M,individuals;foundations;earned-income,online-donation;recurring-giving;annual-report,charity rating platform,
0292,GuideStar,USA,https://www.guidestar.org,rights,1994,unknown,USD 20M,foundations;earned-income,online-donation;recurring-giving;annual-report,IRS nonprofit data platform,
0293,Candid (Foundation Center + GuideStar),USA,https://candid.org,rights,2019,unknown,USD 50M,foundations;earned-income,online-donation;recurring-giving;annual-report,merged entity,
0294,Give.org (BBB Wise Giving),USA,https://www.give.org,rights,1970,unknown,USD 5M,individuals;foundations;earned-income,online-donation;recurring-giving,BBB charity assessment,
0295,CharityWatch,USA,https://www.charitywatch.org,rights,1992,unknown,USD 2M,individuals;earned-income,online-donation,charity rating platform,
0296,Great Nonprofits,USA,https://greatnonprofits.org,rights,2006,unknown,USD 2M,foundations;earned-income,online-donation,nonprofit reviews platform,
0297,Cause,USA,https://www.cause.com,rights,2007,unknown,USD 5M,foundations;earned-income,online-donation,corporate giving platform,
0298,Benevity,USA,https://benevity.com,rights,2008,unknown,USD 100M,corporate;earned-income,online-donation,corporate CSR + employee giving platform,
0299,YourCause,USA,https://www.yourcause.com,rights,1999,unknown,USD 100M,corporate;earned-income,online-donation,CSR platform (Blackbaud),
0300,CyberGrants,USA,https://www.cybergrants.com,rights,2000,unknown,USD 50M,corporate;earned-income,online-donation,matching gifts platform,
0301,Bright Funds,USA,https://brightfunds.org,rights,2014,unknown,USD 10M,corporate;earned-income,online-donation,employee giving platform,
0302,Millie,USA,https://milliegives.com,rights,2017,unknown,USD 5M,corporate;earned-income,online-donation,employee giving platform,
0303,Submittable,USA,https://www.submittable.com,rights,2010,unknown,USD 30M,foundations;earned-income,online-donation,grant management SaaS,
0304,Foundant Technologies,USA,https://www.foundant.com,rights,2007,unknown,USD 10M,earned-income,online-donation,grant management SaaS,
0305,Fluxx,USA,https://www.fluxx.io,rights,2009,unknown,USD 10M,earned-income,online-donation,grant management SaaS,
0306,Instrumentl,USA,https://www.instrumentl.com,rights,2015,unknown,USD 10M,earned-income,online-donation,grant discovery platform,
0307,Candid (SeamlessDocs),USA,https://candid.org,rights,2019,unknown,USD 50M,earned-income,online-donation,nonprofit back-office,
0308,Salesforce.org / Salesforce Power of Us,USA,https://www.salesforce.org,mixed,1999,unknown,USD 50M,corporate,online-donation,discounted CRM for NGOs,
0309,Microsoft Philanthropies,USA,https://www.microsoft.com/en-us/philanthropies,rights,1983,unknown,USD 1B,corporate,online-donation,tech donation for NGOs,
0310,Google Ad Grants,USA,https://www.google.com/grants,rights,2003,unknown,USD 100M,corporate,online-donation,free Google Ads for NGOs,
0311,Microsoft Tech for Social Impact,USA,https://www.microsoft.com/en-us/industry/nonprofit,rights,1983,unknown,USD 100M,corporate,online-donation,Microsoft tech donation for NGOs,
0312,Amazon Web Services Imagine,USA,https://aws.amazon.com/government-education/nonprofits,rights,2011,unknown,USD 50M,corporate,online-donation,AWS credit for NGOs,
0313,Stripe Atlas,USA,https://stripe.com/atlas,rights,2016,unknown,USD 50M,corporate;earned-income,online-donation,company formation for impact startups,
0314,Wix for Nonprofits,USA,https://www.wix.com,rights,2006,unknown,USD 50M,corporate,online-donation,website builder with nonprofit discount,
0315,GoFundMe Charity,USA,https://charity.gofundme.com,rights,2010,unknown,USD 200M,corporate;earned-income,online-donation,peer-to-peer fundraising platform,
0316,Funraise,USA,https://funraise.io,rights,2017,unknown,USD 30M,corporate;earned-income,online-donation,modern nonprofit CRM + donation platform,
0317,Donorbox,USA,https://donorbox.org,rights,2014,unknown,USD 30M,corporate;earned-income,online-donation,recurring donation platform,
0318,Givebutter,USA,https://givebutter.com,rights,2016,unknown,USD 20M,corporate;earned-income,online-donation,free fundraising platform,
0319,Stripe,USA,https://stripe.com,rights,2010,unknown,USD 14B,earned-income,online-donation,payment processor for everything,
0320,PayPal Giving Fund,USA,https://www.paypal.com/giving,rights,2001,unknown,USD 100M,corporate;earned-income,online-donation,PayPal-based giving platform,
0321,Google Pay,USA,https://pay.google.com,rights,2018,unknown,USD 50M,corporate;earned-income,online-donation,payment platform,
0322,Apple Pay,USA,https://www.apple.com/apple-pay,rights,2014,unknown,USD 50M,corporate;earned-income,online-donation,payment platform,
0323,Meta Pay (Donate),USA,https://www.meta.com,rights,2020,unknown,USD 100M,corporate;earned-income,online-donation,social platform donation button,
0324,WhatsApp Pay,Global,https://www.whatsapp.com,rights,2020,unknown,USD 50M,corporate;earned-income,online-donation,payments via WhatsApp,
0325,Wepay,USA,https://go.wepay.com,rights,2008,unknown,USD 30M,corporate;earned-income,online-donation,payment processor (JPMorgan),
0326,Braintree,USA,https://www.braintreepayments.com,rights,2007,unknown,USD 50M,corporate;earned-income,online-donation,payment processor (PayPal),
0327,Dwolla,USA,https://www.dwolla.com,rights,2008,unknown,USD 10M,corporate;earned-income,online-donation,ACH payment processor,
0328,BitPay,USA,https://www.bitpay.com,rights,2011,unknown,USD 30M,corporate;earned-income,online-donation,crypto payment processor,
0329,Coinbase Commerce,USA,https://commerce.coinbase.com,rights,2018,unknown,USD 50M,corporate;earned-income,online-donation,crypto payment processor,
0330,The Giving Block,USA,https://www.thegivingblock.com,rights,2018,unknown,USD 10M,corporate;earned-income,online-donation,crypto donation platform for nonprofits,
0331,Engiven,USA,https://www.engiven.com,rights,2020,unknown,USD 5M,corporate;earned-income,online-donation,crypto donation platform,
0332,Every.org,USA,https://www.every.org,rights,2020,unknown,USD 10M,corporate;foundations;earned-income,online-donation,free nonprofit donation platform,
0333,Patreon,USA,https://www.patreon.com,rights,2013,unknown,USD 100M,corporate;earned-income,online-donation,creator membership platform,
0334,Substack,USA,https://substack.com,rights,2017,unknown,USD 100M,corporate;earned-income,online-donation,newsletter platform with paid subs,
0335,Memberful,USA,https://memberful.com,rights,2013,unknown,USD 10M,corporate;earned-income,online-donation,membership platform,
0336,Mighty Networks,USA,https://www.mightynetworks.com,rights,2017,unknown,USD 30M,corporate;earned-income,online-donation,community platform,
0337,Fundación Telefónica,Spain,https://www.fundaciontelefonica.org,education,1998,500k,USD 50M,corporate;foundations,online-donation;multiling-site,global digital education,
0338,Fundación Mapfre,Spain,https://www.fundacionmapfre.org,mixed,1975,unknown,USD 60M,corporate;foundations,online-donation;multiling-site,insurance foundation global,
0339,Fundación La Caixa,Spain,https://fundacionlacaixa.org,mixed,1904,unknown,USD 500M,corporate;foundations;individuals,online-donation;recurring-giving;multiling-site,CaixaProinfancia program,
0340,Fundación Mutua Madrileña,Spain,https://www.fundacionmutua.es,mixed,2003,unknown,USD 20M,corporate;foundations,online-donation;multiling-site,Spanish insurance foundation,
0341,Fundación Real Madrid,Spain,https://www.realmadrid.com,education,1997,unknown,USD 20M,corporate;foundations;events,online-donation;recurring-giving;multiling-site,football foundation for youth,
0342,Fundación FC Barcelona,Spain,https://www.fcbarcelona.com,education,1994,unknown,USD 30M,corporate;foundations;events,online-donation;recurring-giving;multiling-site,football foundation for youth,
0343,Fundación Atlético de Madrid,Spain,https://www.atleticodemadrid.com,education,2009,unknown,USD 10M,corporate;foundations,online-donation,Spanish football foundation,
0344,Fundación Sevilla FC,Spain,https://www.sevillafc.es,education,2006,unknown,USD 5M,corporate;foundations,online-donation,Spanish football foundation,
0345,Fundación Rafael del Pino,Spain,https://www.frdelpino.es,education,2001,unknown,USD 10M,corporate;foundations,online-donation,Spanish scholarship foundation,
0346,Fundación Botín,Spain,https://www.fundacionbotin.org,education,1924,unknown,USD 30M,corporate;foundations,online-donation;multiling-site,Spanish heritage foundation,
0347,Fundación Carmen Gandarias,Spain,https://www.fundacioncgandarias.com,mixed,2010,unknown,USD 5M,corporate;foundations,online-donation,social inclusion foundation,
0348,Fundación también,Spain,https://www.fundaciongtambien.org,mixed,2005,unknown,USD 5M,corporate;foundations,online-donation,inclusion through sport,
0349,Fundación Repsol,Spain,https://www.fundacionrepsol.com,education,2005,unknown,USD 30M,corporate;foundations,online-donation;multiling-site,energy foundation,
0350,Fundación Iberdrola,Spain,https://www.fundacioniberdrola.es,mixed,2002,unknown,USD 20M,corporate;foundations,online-donation;multiling-site,energy foundation,
0351,Fundación Naturgy,Spain,https://www.fundacionnaturgy.org,mixed,2005,unknown,USD 10M,corporate;foundations,online-donation;multiling-site,energy foundation,
0352,Fundación Endesa,Spain,https://www.fundacionendesa.org,mixed,1998,unknown,USD 20M,corporate;foundations,online-donation;multiling-site,energy foundation,
0353,Fundación Cepsa,Spain,https://www.fundacioncepsa.com,mixed,1977,unknown,USD 10M,corporate;foundations,online-donation,energy foundation,
0354,Fundación Banco Santander,Spain,https://www.fundacionbancosantander.com,education,1992,unknown,USD 50M,corporate;foundations,online-donation;multiling-site,banking education foundation,
0355,Fundación BBVA,Spain,https://www.fbbva.es,education,2003,unknown,USD 50M,corporate;foundations,online-donation;multiling-site,banking education foundation,
0356,Fundación Sabadell,Spain,https://www.fundacionbancosabadell.com,mixed,2006,unknown,USD 5M,corporate;foundations,online-donation,banking foundation,
0357,Fundación Bancaria Caixa d'Estalvis,Spain,https://www.fundacioncaixa.org,mixed,2014,unknown,USD 500M,corporate;foundations,online-donation,banking foundation,
0358,Save the Children Spain,Spain,https://www.savethechildren.es,mixed,1990,unknown,USD 30M,individuals;corporate;foundations,online-donation;recurring-giving;annual-report;multiling-site,Spanish affiliate of Save,
0359,UNICEF Spain,Spain,https://www.unicef.es,rights,1961,unknown,USD 100M,individuals;corporate;foundations;events,online-donation;recurring-giving;annual-report;multiling-site;whatsapp-business,UNICEF Spanish committee,
0360,Cruz Roja España,Spain,https://www.cruzroja.es,emergency,1864,unknown,USD 1B,individuals;corporate;government,online-donation;recurring-giving;annual-report;multiling-site,Red Cross Spain,
0361,Cáritas España,Spain,https://www.caritas.es,mixed,1947,unknown,USD 300M,individuals;corporate;foundations,online-donation;recurring-giving;annual-report;multiling-site,Catholic charity Spain,
0362,Manos Unidas,Spain,https://www.manosunidas.org,mixed,1960,unknown,USD 30M,individuals;corporate,online-donation;recurring-giving;annual-report,Catholic development,
0363,Intermón Oxfam,Spain,https://www.oxfamintermon.org,rights,1956,unknown,USD 50M,individuals;corporate;foundations,online-donation;recurring-giving;annual-report;multiling-site,Oxfam Spanish entity,
0364,Médicos Sin Fronteras España,Spain,https://www.msf.es,emergency,1986,unknown,USD 50M,individuals;corporate;foundations,online-donation;recurring-giving;annual-report;multiling-site,MSF Spanish entity,
0365,Amnistia Internacional España,Spain,https://www.es.amnesty.org,rights,1976,unknown,USD 10M,individuals;corporate,online-donation;recurring-giving;annual-report,Amnesty Spanish entity,
0366,Médicos del Mundo España,Spain,https://www.medicosdelmundo.org,health,1990,unknown,USD 10M,individuals;corporate,online-donation;recurring-giving;annual-report,Doctors of the World Spain,
0367,Acnur España,Spain,https://www.acnur.org,emergency,1989,unknown,USD 30M,individuals;corporate;foundations,online-donation;recurring-giving;annual-report;multiling-site,UNHCR Spanish committee,
0368,Aldeas Infantiles SOS España,Spain,https://www.aldeasinfantiles.es,residential care,1964,30k,USD 75M,individuals;corporate;foundations;government;events;merchandise,online-donation;recurring-giving;sponsor-portal;annual-report;multiling-site;email-newsletter;whatsapp-business,63 programs in Spain + international,
0369,Sonrisas de Bombay,Spain,https://sonrisasdebombay.org,mixed,2002,unknown,USD 5M,individuals;corporate;foundations,online-donation;recurring-giving;annual-report,Indian child welfare from Spain,
0370,Fundación Balia,Spain,https://www.fundacionbalia.org,education,1999,unknown,USD 5M,individuals;corporate;foundations,online-donation;recurring-giving;annual-report,Spanish education for disadvantaged,
0371,Fundación Aladina,Spain,https://www.aladina.org,health,2005,unknown,USD 10M,individuals;corporate;foundations,online-donation;recurring-giving;annual-report,Spanish pediatric oncology,
0372,Fundación Pequeño Deseo,Spain,https://www.fpdeseo.org,rights,2000,unknown,USD 5M,individuals;corporate;foundations;events,online-donation;recurring-giving,Spanish wish-granting for sick kids,
0373,Fundación Inocente Inocente,Spain,https://www.inocenteinocente.org,mixed,1995,unknown,USD 5M,individuals;corporate;foundations,online-donation;recurring-giving;annual-report,Spanish TV telethon foundation,
0374,Fundación DiabetesCERO,Spain,https://www.diabetescero.com,health,2015,unknown,USD 2M,individuals;corporate,online-donation,Spanish diabetes research foundation,
0375,Fundación Juegaterapia,Spain,https://www.juegaterapia.org,health,2011,unknown,USD 5M,individuals;corporate;foundations,online-donation;recurring-giving,Spanish pediatric oncology play therapy,
0376,Fundación Theodora,Spain,https://www.theodora.org,health,2000,unknown,USD 10M,individuals;corporate;foundations,online-donation;recurring-giving;annual-report,hospital clown doctors,
0377,Fundación Atresmedia,Spain,https://www.atresmedia.com,mixed,2013,unknown,USD 10M,corporate;foundations,online-donation,Spanish media foundation,
0378,Fundación Lo Que De Verdad Importa,Spain,https://www.loquedeverdadimporta.org,rights,2007,unknown,USD 2M,individuals;corporate,online-donation,Spanish youth values foundation,
0379,Fundación European Society,Spain,https://www.fundaciones.es,mixed,2007,unknown,USD 2M,individuals;corporate;foundations,online-donation,Spanish foundation platform,
0380,Fundación Lealtad,Spain,https://www.fundacionlealtad.org,rights,2001,unknown,USD 2M,foundations;earned-income,online-donation,Spanish NGO transparency index,
0381,Fundación Hazloposible,Spain,https://www.hazloposible.org,mixed,2000,unknown,USD 2M,individuals;corporate,online-donation,Spanish volunteering + giving platform,
0382,iWith.org,Spain,https://www.iwith.org,rights,2010,unknown,USD 1M,individuals;foundations,online-donation;multiling-site,Spanish NGO online strategy,
0383,Cooperación Internacional ONG,Spain,https://www.cooperacionespanola.org,mixed,1986,unknown,USD 1M,individuals;foundations,online-donation,Spanish NGO coordination,
0384,POI / Plataforma de ONG de Acción Social,Spain,https://www.plataformaong.org,rights,2000,unknown,USD 2M,foundations,online-donation,Spanish NGO coordination,
0385,Asociación Española de Fundaciones,Spain,https://www.fundaciones.org,rights,2003,unknown,USD 2M,individuals;foundations,online-donation,Spanish foundation platform,
0386,Comité Español de UNICEF,Spain,https://www.unicef.es,rights,1961,unknown,USD 50M,individuals;corporate;foundations,online-donation;recurring-giving;annual-report;multiling-site;whatsapp-business,UNICEF Spain,
0387,Fundación Vicente Ferrer,Spain,https://www.fundacionvicenteferrer.org,mixed,1996,unknown,USD 30M,individuals;corporate;foundations,online-donation;recurring-giving;annual-report,Spanish foundation in India,
0388,Fundación Ayduna,Spain,https://www.ayduna.org,mixed,2014,unknown,USD 1M,individuals;corporate;foundations,online-donation,Spanish child nutrition,
0389,Fundación Codespa,Spain,https://www.codespa.org,mixed,1991,unknown,USD 20M,individuals;corporate;foundations;government,online-donation;recurring-giving;annual-report,Spanish development cooperation,
0390,Fundación Cideal,Spain,https://www.cideal.org,mixed,1997,unknown,USD 2M,government;foundations,online-donation,Spanish development cooperation,
0391,Fundación Internacional Olof Palme,Spain,https://www.fundacionpalme.org,rights,2005,unknown,USD 1M,individuals;government,online-donation,Spanish peace foundation,
0392,Fundación Paz y Cooperación,Spain,https://www.paz-cooperacion.org,rights,1983,unknown,USD 1M,individuals;government,online-donation,Spanish peace foundation,
0393,Fundación América,Spain,https://www.fundacionamerica.es,mixed,1992,unknown,USD 2M,individuals;corporate;government,online-donation,Spanish Latin America foundation,
0394,Fundación Carolina,Spain,https://www.fundacioncarolina.es,education,2000,unknown,USD 20M,government;corporate,online-donation;multiling-site,Spanish scholarships for LatAm,
0395,Fundación Telefónica Internacional,Spain,https://www.fundaciontelefonica.com,education,1998,500k,USD 50M,corporate;foundations,online-donation;multiling-site,Spanish LATAM education foundation,
0396,Fundación SES,Argentina,https://www.fundses.org.ar,education,1991,unknown,USD 10M,individuals;corporate;foundations,online-donation;recurring-giving;annual-report,Argentine youth + digital education,
0397,Fundación Irarrázaval,Chile,https://www.fundacionirarraval.cl,mixed,1993,unknown,USD 5M,individuals;corporate;foundations,online-donation,Chilean foundation for disadvantaged,
0398,Fundación Colunga,Chile,https://www.colunga.cl,mixed,2012,unknown,USD 5M,individuals;corporate;foundations,online-donation,Chilean social innovation,
0399,Fundación Luksic,Chile,https://www.fundacionluksic.cl,mixed,1994,unknown,USD 30M,corporate;foundations,online-donation,Chilean corporate foundation,
0400,Fundación Colunga Social,Chile,https://www.colunga.cl,mixed,2012,unknown,USD 5M,individuals;corporate;foundations,online-donation,Chilean education for equity,
0401,Fundación Cumbres,Chile,https://www.fundacioncumbres.cl,mixed,2014,unknown,USD 2M,individuals;corporate,online-donation,Chilean educational program,
0402,Fundación Telefónica Chile,Chile,https://www.fundaciontelefonica.cl,education,2001,unknown,USD 5M,corporate;foundations,online-donation,Chilean corporate education,
0403,Fundación Itaú Chile,Chile,https://www.fundacionitau.cl,mixed,2004,unknown,USD 5M,corporate;foundations,online-donation,Chilean corporate foundation,
0404,Fundación Minera Escondida,Chile,https://www.fme.cl,mixed,1998,unknown,USD 5M,corporate;foundations,online-donation,Chilean mining corporate foundation,
0405,Fundación Educacional Oportunidad,Chile,https://www.oportunidad.cl,education,2006,unknown,USD 5M,individuals;corporate;foundations,online-donation,Chilean school leader program,
0406,Un Techo para mi País,Chile,https://www.untecho.cl,housing,2008,100k,USD 50M,individuals;corporate;foundations;events,online-donation;recurring-giving;annual-report,TECHO parent org in Chile,
0407,Aldeas Infantiles SOS Portugal,Portugal,https://www.aldeiasinfantis-sos.pt,residential care,1964,2k,USD 12M,individuals;corporate;foundations,online-donation;recurring-giving;multiling-site,Portuguese SOS village,
0408,Aldeas Infantiles SOS Brasil / Instituto SOS,Brazil,https://www.institutosos.org.br,residential care,1967,5k,USD 15M,individuals;corporate;foundations;government,online-donation;recurring-giving,Brazilian SOS institute,
0409,Aldeas Infantiles SOS Colômbia,Colombia,https://www.aldeasinfantiles.org.co,residential care,1971,3.5k,USD 10M,individuals;corporate;foundations;government,online-donation;recurring-giving;sponsor-portal,Colombian SOS village,
0410,Kupanda Kids,Global,https://kupandakids.org,education,2012,unknown,USD 1M,individuals;foundations,online-donation,small volunteer-run sponsor platform,
0411,Raise Your Voice,USA,https://www.raiseyourvoice.org,rights,1998,unknown,USD 1M,individuals;foundations,online-donation,small advocacy,
0412,Plumpy'Field / Edesia,USA,https://www.edesianutrition.org,health,2010,unknown,USD 30M,individuals;foundations;government;corporate,online-donation;recurring-giving;annual-report,plumpy'nut nutrition for kids,
0413,Project Peanut Butter,USA,https://www.projectpeanutbutter.org,health,2004,unknown,USD 15M,individuals;foundations,online-donation;recurring-giving;annual-report,RUTF nutrition,
0414,Nothing But Nets,USA,https://www.nothingbutnets.net,health,2006,unknown,USD 30M,individuals;corporate,online-donation,malaria nets campaign,
0415,Stomp Out Malaria,USA,https://stompmalaria.org,health,2012,unknown,USD 5M,individuals;foundations,online-donation,malaria advocacy,
0416,Giving Tuesday,Global,https://www.givingtuesday.org,rights,2012,unknown,USD 10M,foundations;individuals;corporate,online-donation;recurring-giving;multiling-site,global giving day movement,
0417,UNICEF NextGen,USA,https://www.unicefusa.org,rights,2013,unknown,USD 5M,individuals;corporate,online-donation,young donor movement,
0418,LEAD Scholars,USA,https://www.leadcfa.org,education,2007,unknown,USD 5M,individuals;foundations,online-donation,scholarship for foster youth,
0419,SOS Kinderdorf,Austria,https://www.sos-kinderdorf.at,residential care,1949,3k,USD 30M,individuals;corporate;foundations;government,online-donation;recurring-giving;annual-report,founder country; suspended Oct 2025,
0420,SOS Kinderdorf International,Austria,https://www.sos-childrensvillages.org,residential care,1949,130k,USD 1B,individuals;foundations;corporate;government;multilateral;earned-income,online-donation;recurring-giving;sponsor-portal;annual-report;charity-rating;multiling-site,federation HQ Innsbruck,
0421,SOS Kinderdorf Schweiz,Switzerland,https://www.sos-kinderdorf.ch,residential care,1960,1k,USD 12M,individuals;corporate;foundations,online-donation;recurring-giving;multiling-site,Swiss SOS village,
0422,SOS Villages d'Enfants Suisse,Switzerland,https://www.sosvillagesdenfants.ch,residential care,1960,1k,USD 12M,individuals;corporate;foundations,online-donation;recurring-giving;multiling-site,Swiss SOS village French,
0423,SOS Villages d'Enfants Monde,Luxembourg,https://www.sosve.lu,residential care,1963,unknown,USD 3M,individuals;corporate;foundations,online-donation,Luxembourg SOS village,
0424,SOS Kinderdorf Liechtenstein,Liechtenstein,https://www.sos-kinderdorf.li,residential care,1980,unknown,USD 1M,individuals;corporate;foundations,online-donation,Liechtenstein SOS,
0425,SOS Kinderdorf Norwegen,Norway,https://www.sos-barnebyer.no,residential care,1960,1k,USD 15M,individuals;corporate;foundations,online-donation;recurring-giving;multiling-site,Norwegian SOS,
0426,SOS Barnebyer Norge,Norway,https://www.sos-barnebyer.no,residential care,1960,1k,USD 15M,individuals;corporate;foundations,online-donation;recurring-giving;multiling-site,Norwegian SOS,
0427,SOS Children International Norway,Norway,https://www.sos-barnebyer.no,residential care,1960,1k,USD 15M,individuals;corporate;foundations,online-donation;recurring-giving,Norwegian SOS,
0428,SOS Children Villages Denmark,Denmark,https://www.sos-boernebyerne.dk,residential care,1963,500,USD 5M,individuals;corporate;foundations,online-donation;recurring-giving,Danish SOS village,
0429,SOS Children Villages Finland,Finland,https://www.sos-lapsikylat.fi,residential care,1963,500,USD 5M,individuals;corporate;foundations,online-donation;recurring-giving;multiling-site,Finnish SOS village,
0430,SOS Children Villages Iceland,Iceland,https://www.sos.is,residential care,1980,unknown,USD 1M,individuals;corporate;foundations,online-donation,Icelandic SOS,
0431,SOS Children Villages Ireland,Ireland,https://www.soschildrensvillages.ie,residential care,1963,unknown,USD 3M,individuals;corporate;foundations,online-donation;recurring-giving,Irish SOS village,
0432,SOS Children Villages UK,UK,https://www.soschildren.org.uk,residential care,1963,3k,USD 30M,individuals;corporate;foundations;events,online-donation;recurring-giving;annual-report;charity-rating,UK SOS village,
0433,SOS Children Villages Cyprus,Cyprus,https://www.sos-childrensvillages.org,residential care,1975,200,USD 2M,individuals;corporate;foundations,online-donation,Cypriot SOS,
0434,SOS Children Villages Greece,Greece,https://www.sos.gr,residential care,1975,300,USD 3M,individuals;corporate;foundations,online-donation;recurring-giving,Greek SOS village,
0435,SOS Children Villages Italy,Italy,https://www.sosvillaggideibambini.it,residential care,1960,2k,USD 25M,individuals;corporate;foundations;government,online-donation;recurring-giving;multiling-site,Italian SOS village,
0436,SOS Children Villages Slovenia,Slovenia,https://www.sos-skk.si,residential care,1993,100,USD 1M,individuals;corporate;foundations,online-donation,Slovenian SOS,
0437,SOS Children Villages Croatia,Croatia,https://www.sos-djecjasela.hr,residential care,1991,300,USD 2M,individuals;corporate;foundations,online-donation,Croatian SOS,
0438,SOS Children Villages Serbia,Serbia,https://www.sos-decijasela.org.rs,residential care,2001,200,USD 1M,individuals;corporate;foundations,online-donation,Serbian SOS,
0439,SOS Children Villages Bosnia,Bosnia,https://www.sos-djecja-sela.ba,residential care,1995,200,USD 1M,individuals;corporate;foundations,online-donation,Bosnian SOS,
0440,SOS Children Villages Kosovo,Kosovo,https://www.sos-childrensvillages.org,residential care,2000,200,USD 1M,individuals;corporate;foundations,online-donation,Kosovo SOS,
0441,SOS Children Villages North Macedonia,North Macedonia,https://www.sos-detskasela.mk,residential care,1993,200,USD 1M,individuals;corporate;foundations,online-donation,North Macedonian SOS,
0442,SOS Children Villages Albania,Albania,https://www.sos-fshatrat-e-femijeve.org,residential care,1998,100,USD 1M,individuals;corporate;foundations,online-donation,Albanian SOS,
0443,SOS Children Villages Romania,Romania,https://www.sos-satelele-copiilor.ro,residential care,1990,500,USD 3M,individuals;corporate;foundations,online-donation;recurring-giving,Romanian SOS,
0444,SOS Children Villages Bulgaria,Bulgaria,https://www.sos-balgariya.bg,residential care,1991,200,USD 1M,individuals;corporate;foundations,online-donation,Bulgarian SOS,
0445,SOS Children Villages Hungary,Hungary,https://www.sos-gyermekfalvak.hu,residential care,1991,300,USD 2M,individuals;corporate;foundations,online-donation,Hungarian SOS,
0446,SOS Children Villages Czech Republic,Czech Republic,https://www.sos-vesnicky.cz,residential care,1992,200,USD 1M,individuals;corporate;foundations,online-donation,Czech SOS village,
0447,SOS Children Villages Slovakia,Slovakia,https://www.sos-detske-osady.sk,residential care,1995,200,USD 1M,individuals;corporate;foundations,online-donation,Slovak SOS village,
0448,SOS Children Villages Poland,Poland,https://www.sos-wioskidzieciom.pl,residential care,1984,2k,USD 5M,individuals;corporate;foundations,online-donation;recurring-giving,Polish SOS village,
0449,SOS Children Villages Estonia,Estonia,https://www.sos-lastekula.ee,residential care,1993,100,USD 1M,individuals;corporate;foundations,online-donation,Estonian SOS,
0450,SOS Children Villages Latvia,Latvia,https://www.sos-bernu-ciemati.lv,residential care,1993,100,USD 1M,individuals;corporate;foundations,online-donation,Latvian SOS,
0451,SOS Children Villages Lithuania,Lithuania,https://www.sos-vaiku-kaimai.lt,residential care,1993,100,USD 1M,individuals;corporate;foundations,online-donation,Lithuanian SOS,
0452,SOS Children Villages Russia,Russia,https://www.sos-dd.org,residential care,1994,1k,USD 3M,individuals;corporate;foundations,online-donation,Russian SOS village,
0453,SOS Children Villages Ukraine,Ukraine,https://www.sos-ua.org,residential care,2004,3k,USD 5M,individuals;foundations;multilateral,online-donation;whatsapp-business,Ukrainian SOS village,
0454,SOS Children Villages Moldova,Moldova,https://www.sos-satelele-copiilor.md,residential care,2004,200,USD 1M,individuals;corporate;foundations,online-donation,Moldovan SOS,
0455,SOS Children Villages Belarus,Belarus,https://www.sos-childrensvillages.org,residential care,2005,200,USD 1M,individuals;corporate;foundations,online-donation,Belarusian SOS,
0456,SOS Children Children Kazakhstan,Kazakhstan,https://www.sos-childrensvillages.org,residential care,2003,200,USD 1M,individuals;corporate;foundations,online-donation,Kazakh SOS village,
0457,SOS Children Children Kyrgyzstan,Kyrgyzstan,https://www.sos-childrensvillages.org,residential care,2000,200,USD 1M,individuals;corporate;foundations,online-donation,Kyrgyz SOS,
0458,SOS Children Children Tajikistan,Tajikistan,https://www.sos-childrensvillages.org,residential care,2001,200,USD 1M,individuals;corporate;foundations,online-donation,Tajik SOS,
0459,SOS Children Children Uzbekistan,Uzbekistan,https://www.sos-childrensvillages.org,residential care,2006,200,USD 1M,individuals;corporate;foundations,online-donation,Uzbek SOS,
0460,SOS Children Children Mongolia,Mongolia,https://www.sos-childrensvillages.org,residential care,2000,200,USD 1M,individuals;corporate;foundations,online-donation,Mongolian SOS,
0461,SOS Children Children Georgia,Georgia,https://www.sos-childrensvillages.org,residential care,2000,200,USD 1M,individuals;corporate;foundations,online-donation,Georgian SOS,
0462,SOS Children Children Armenia,Armenia,https://www.sos-childrensvillages.org,residential care,2000,200,USD 1M,individuals;corporate;foundations,online-donation,Armenian SOS,
0463,SOS Children Children Azerbaijan,Azerbaijan,https://www.sos-childrensvillages.org,residential care,2005,200,USD 1M,individuals;corporate;foundations,online-donation,Azerbaijani SOS,
0464,SOS Children Children Turkey,Turkey,https://www.sos-cocuk-koyleri.org,residential care,1968,3k,USD 5M,individuals;corporate;foundations,online-donation;recurring-giving;multiling-site,Turkish SOS village,
0465,SOS Children Children Israel,Israel,https://www.sos-childrensvillages.org,residential care,1980,200,USD 2M,individuals;corporate;foundations,online-donation,Israeli SOS,
0466,SOS Children Children Palestine,Palestine,https://www.sos-childrensvillages.org,residential care,2013,200,USD 1M,individuals;corporate;foundations;multilateral,online-donation,Palestinian SOS,
0467,SOS Children Children Iran,Iran,https://www.sos-childrensvillages.org,residential care,1980,500,USD 2M,individuals;corporate;foundations,online-donation,Iranian SOS,
0468,SOS Children Children Iraq,Iraq,https://www.sos-childrensvillages.org,residential care,1983,500,USD 2M,individuals;corporate;foundations,online-donation,Iraqi SOS,
0469,SOS Children Children Syria,Syria,https://www.sos-childrensvillages.org,residential care,2012,500,USD 2M,individuals;corporate;foundations;multilateral,online-donation,Syrian SOS,
